Traceback (most recent call last):
  File "/Users/dattakambagi/Desktop/App/server.py", line 142, in <module>
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/07_Shri_Amoghsiddeshwar_Temple_Jalageri_Arakeri_Steps_Gopura.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/08_Shri_Vagdevi_Temple_Dyaberi_Temple_Exterior.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/10_Shri_Sangamanath_Temple_Uppaladinni_Entrance_Gopuram.jpg HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/11_Shri_Haralayana_Gunda_Temple_Shegunashi_Shrine.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/12_Hazimastan_Darga_Tikota_Front_View.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/15_Birthplace_of_Basavanna_Ingaleshwar_Temple_Exterior.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/16_Shri_Yalagureshwar_Anjaneya_Temple_Yalaguru_Rajagopuram.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/17_Shri_Nilambike_Temple_Tangadagi_Entrance_Bridge.jpeg HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/18_Shri_Kotturu_Basaveshwar_Temple_Koluru_Deity_Idols.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/18_19_Shri_Kotturu_Basaveshwar_and_Ishwarlinga_Temple_Koluru_Arch.jpeg HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/20_Shri_Revan_Siddeshwar_Temple_Horti_Towering_Rajagopuram.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/21_Shri_Jattingeshwar_Temple_Hireroogi_Temple_Complex.png HTTP/1.1 - 200
[24/Sep/2026 10:13:04] GET /assets/assets/images/explore/22_Shri_Shivayogeshwar_Temple_Salotagi_Temple_Architecture.jpeg HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/23_Shri_Prabhulingeshwar_Temple_Halasangi_Temple_Structure.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/24_Shri_Daval_Malik_Darga_Yankanchi_Green_Dome_Tomb.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/26_Shri_Someshwar_Temple_Kadlewad_Complex_Front_View.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/27_Shri_Mallayya_Temple_Devar_Hipparagi_Entrance_Mahadwara.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/28_Shri_Madival_Machidevar_Temple_Devara_Hipparagi_Gopuram_Entrance.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/30_Sariputra_Bhodhidamma_Buddha_Vihar_Vijayapura_White_Dome.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/31_Shri_Guru_Sadashiv_Math_Katakanahalli_Ashram_Entrance.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/32_Shri_Siddalinga_Maharaj_Math_Lachyan_Golden_Shrine_Murti.png HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/33_Shri_Shankarlinga_Temple_Dulkhed_Temple_Courtyard.jpg HTTP/1.1 - 200
[24/Sep/2026 10:13:05] GET /assets/assets/images/explore/siddeshwar_tree_park_savalasanga.png HTTP/1.1 - 200
[24/Sep/2026 10:15:23] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:15:23] GET /assets/assets/images/explore/siddeshwar_tree_park_savalasanga.png HTTP/1.1 - 200
[24/Sep/2026 10:15:23] GET /assets/assets/images/explore/33_Shri_Shankarlinga_Temple_Dulkhed_Temple_Courtyard.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:23] GET /assets/assets/images/explore/32_Shri_Siddalinga_Maharaj_Math_Lachyan_Golden_Shrine_Murti.png HTTP/1.1 - 200
[24/Sep/2026 10:15:23] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:29] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:15:29] GET /assets/assets/images/explore/siddeshwar_tree_park_savalasanga.png HTTP/1.1 - 200
[24/Sep/2026 10:15:29] GET /assets/assets/images/explore/32_Shri_Siddalinga_Maharaj_Math_Lachyan_Golden_Shrine_Murti.png HTTP/1.1 - 200
[24/Sep/2026 10:15:29] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:29] GET /assets/assets/images/explore/33_Shri_Shankarlinga_Temple_Dulkhed_Temple_Courtyard.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET / HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /flutter_bootstrap.js HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /favicon.png HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:15:32] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:15:52] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:21:31] GET / HTTP/1.1 - 200
[24/Sep/2026 10:21:31] GET /flutter_bootstrap.js HTTP/1.1 - 200
[24/Sep/2026 10:21:31] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:21:31] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:21:32] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:21:32] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:21:32] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 10:21:32] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:21:34] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:21:43] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:21:43] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:21:43] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:31] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:31] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:31] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:31] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:22:34] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:34] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:35] GET /assets/assets/images/explore/ali_ii_rouza_bara_kaman_2.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:35] GET /assets/assets/images/monuments/bara_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:39] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:22:39] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:39] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:39] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:46] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:53] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:22:53] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:53] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:53] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:55] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:55] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:57] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:57] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:57] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:57] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 10:22:57] GET / HTTP/1.1 - 200
[24/Sep/2026 10:23:01] GET /assets/assets/images/explore/shivagiri_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:01] GET /assets/assets/images/explore/shivagiri_5.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:01] GET /assets/assets/images/explore/29_Shivagiri_Vijayapura_Giant_85ft_Shiva_Statue.png HTTP/1.1 - 200
[24/Sep/2026 10:23:01] GET /assets/assets/images/explore/29_Shivagiri_Vijayapura_Nandi_and_Shivalinga_Shrine.png HTTP/1.1 - 200
[24/Sep/2026 10:23:06] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:23:06] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:06] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:06] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:06] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:08] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:08] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:08] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:08] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:09] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:09] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:09] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:09] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:09] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:23:30] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:23:30] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:30] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:23:30] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:23:30] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:26] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:24:26] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:26] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET / HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 10:24:33] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 10:24:34] GET /assets/assets/images/explore/03_Shri_Narasimha_Temple_Toravi_Entrance.jpeg HTTP/1.1 - 200
[24/Sep/2026 10:24:41] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:41] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:41] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:24:41] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:35:47] HEAD /assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:35:47] HEAD /assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:35:47] HEAD /assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:35:47] HEAD /assets/images/explore/ainapur_tomb.png HTTP/1.1 - 200
[24/Sep/2026 10:35:47] HEAD /assets/images/explore/jahan_begum_tomb.png HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET / HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET /flutter_bootstrap.js HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET /favicon.png HTTP/1.1 - 200
[24/Sep/2026 10:36:52] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:36:53] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:36:53] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:36:53] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
